reporting_unit,county,rep_unit_2024,tract_GEOID,prop_of_rep_unit_2024
TOWN OF STOCKHOLM WARD 1,PEPIN,PEPIN - TOWN OF STOCKHOLM WARD 1,55091950200,1
TOWN OF WATERVILLE WARDS 1-2,PEPIN,PEPIN - TOWN OF WATERVILLE WARDS 1-2,55091950200,1
TOWN OF WAUBEEK WARDS 1-2,PEPIN,PEPIN - TOWN OF WAUBEEK WARDS 1-2,55091950200,1
VILLAGE OF PEPIN WARDS 1-2,PEPIN,PEPIN - VILLAGE OF PEPIN WARDS 1-2,55091950200,1
VILLAGE OF STOCKHOLM WARD 1,PEPIN,PEPIN - VILLAGE OF STOCKHOLM WARD 1,55091950200,1
CITY OF PRESCOTT WARDS 1-5,PIERCE,PIERCE - CITY OF PRESCOTT WARDS 1-5,55093960500,1
CITY OF RIVER FALLS WARDS 10-13,PIERCE,PIERCE - CITY OF RIVER FALLS WARDS 10-13,55093960200,0.24676616915422886
CITY OF RIVER FALLS WARDS 10-13,PIERCE,PIERCE - CITY OF RIVER FALLS WARDS 10-13,55093960300,0.46865671641791046
CITY OF RIVER FALLS WARDS 10-13,PIERCE,PIERCE - CITY OF RIVER FALLS WARDS 10-13,55093960400,0.2845771144278607
CITY OF RIVER FALLS WARDS 14-18,PIERCE,PIERCE - CITY OF RIVER FALLS WARDS 14-18,55093960200,0.11436950146627566
CITY OF RIVER FALLS WARDS 14-18,PIERCE,PIERCE - CITY OF RIVER FALLS WARDS 14-18,55093960300,4.887585532746823e-4
CITY OF RIVER FALLS WARDS 14-18,PIERCE,PIERCE - CITY OF RIVER FALLS WARDS 14-18,55093960400,0.8851417399804496
CITY OF RIVER FALLS WARDS 6-9,PIERCE,PIERCE - CITY OF RIVER FALLS WARDS 6-9,55093960300,0.6753996447602132
CITY OF RIVER FALLS WARDS 6-9,PIERCE,PIERCE - CITY OF RIVER FALLS WARDS 6-9,55093960400,0.32460035523978686
TOWN OF CLIFTON WARDS 1-4,PIERCE,PIERCE - TOWN OF CLIFTON WARDS 1-4,55093960500,0.9947124917382684
TOWN OF CLIFTON WARDS 1-4,PIERCE,PIERCE - TOWN OF CLIFTON WARDS 1-4,55093960600,0.005287508261731659
TOWN OF DIAMOND BLUFF WARD 1,PIERCE,PIERCE - TOWN OF DIAMOND BLUFF WARD 1,55093960600,1
TOWN OF EL PASO WARD 1,PIERCE,PIERCE - TOWN OF EL PASO WARD 1,55093960200,0.0425531914893617
TOWN OF EL PASO WARD 1,PIERCE,PIERCE - TOWN OF EL PASO WARD 1,55093960700,0.0425531914893617
TOWN OF EL PASO WARD 1,PIERCE,PIERCE - TOWN OF EL PASO WARD 1,55093960800,0.9148936170212766
TOWN OF ELLSWORTH WARDS 1-2,PIERCE,PIERCE - TOWN OF ELLSWORTH WARDS 1-2,55093960200,0.018335684062059238
TOWN OF ELLSWORTH WARDS 1-2,PIERCE,PIERCE - TOWN OF ELLSWORTH WARDS 1-2,55093960600,0.031029619181946404
TOWN OF ELLSWORTH WARDS 1-2,PIERCE,PIERCE - TOWN OF ELLSWORTH WARDS 1-2,55093960700,0.9506346967559943
TOWN OF GILMAN WARD 1,PIERCE,PIERCE - TOWN OF GILMAN WARD 1,55093960200,1
TOWN OF HARTLAND WARD 1,PIERCE,PIERCE - TOWN OF HARTLAND WARD 1,55093960600,0.23017408123791103
TOWN OF HARTLAND WARD 1,PIERCE,PIERCE - TOWN OF HARTLAND WARD 1,55093960700,0.030947775628626693
TOWN OF HARTLAND WARD 1,PIERCE,PIERCE - TOWN OF HARTLAND WARD 1,55093960800,0.7388781431334622
TOWN OF ISABELLE WARD 1,PIERCE,PIERCE - TOWN OF ISABELLE WARD 1,55093960600,1
TOWN OF MAIDEN ROCK WARD 1,PIERCE,PIERCE - TOWN OF MAIDEN ROCK WARD 1,55093960600,0.06818181818181818
TOWN OF MAIDEN ROCK WARD 1,PIERCE,PIERCE - TOWN OF MAIDEN ROCK WARD 1,55093960800,0.9318181818181818
TOWN OF MARTELL WARDS 1-2,PIERCE,PIERCE - TOWN OF MARTELL WARDS 1-2,55093960200,0.9828042328042328
TOWN OF MARTELL WARDS 1-2,PIERCE,PIERCE - TOWN OF MARTELL WARDS 1-2,55093960700,0.017195767195767195
TOWN OF OAK GROVE WARDS 1-3,PIERCE,PIERCE - TOWN OF OAK GROVE WARDS 1-3,55093960200,0.07004669779853236
TOWN OF OAK GROVE WARDS 1-3,PIERCE,PIERCE - TOWN OF OAK GROVE WARDS 1-3,55093960500,0.5857238158772515
TOWN OF OAK GROVE WARDS 1-3,PIERCE,PIERCE - TOWN OF OAK GROVE WARDS 1-3,55093960600,0.3442294863242161
TOWN OF RIVER FALLS WARDS 1-5,PIERCE,PIERCE - TOWN OF RIVER FALLS WARDS 1-5,55093960200,0.7816804407713499
TOWN OF RIVER FALLS WARDS 1-5,PIERCE,PIERCE - TOWN OF RIVER FALLS WARDS 1-5,55093960300,0.02203856749311295
TOWN OF RIVER FALLS WARDS 1-5,PIERCE,PIERCE - TOWN OF RIVER FALLS WARDS 1-5,55093960400,0.13360881542699724
TOWN OF RIVER FALLS WARDS 1-5,PIERCE,PIERCE - TOWN OF RIVER FALLS WARDS 1-5,55093960500,0.06267217630853994
TOWN OF ROCK ELM WARD 1,PIERCE,PIERCE - TOWN OF ROCK ELM WARD 1,55093960100,0.8602941176470589
TOWN OF ROCK ELM WARD 1,PIERCE,PIERCE - TOWN OF ROCK ELM WARD 1,55093960800,0.13970588235294118
TOWN OF SALEM WARD 1,PIERCE,PIERCE - TOWN OF SALEM WARD 1,55093960700,0.006920415224913495
TOWN OF SALEM WARD 1,PIERCE,PIERCE - TOWN OF SALEM WARD 1,55093960800,0.9930795847750865
TOWN OF SPRING LAKE WARDS 1-2,PIERCE,PIERCE - TOWN OF SPRING LAKE WARDS 1-2,55093960100,1
TOWN OF TRENTON WARDS 1-2,PIERCE,PIERCE - TOWN OF TRENTON WARDS 1-2,55093960600,1
TOWN OF TRIMBELLE WARDS 1-2,PIERCE,PIERCE - TOWN OF TRIMBELLE WARDS 1-2,55093960200,0.3320039880358923
TOWN OF TRIMBELLE WARDS 1-2,PIERCE,PIERCE - TOWN OF TRIMBELLE WARDS 1-2,55093960600,0.44167497507477566
TOWN OF TRIMBELLE WARDS 1-2,PIERCE,PIERCE - TOWN OF TRIMBELLE WARDS 1-2,55093960700,0.226321036889332
TOWN OF UNION WARD 1,PIERCE,PIERCE - TOWN OF UNION WARD 1,55093960800,1
VILLAGE OF BAY CITY WARD 1,PIERCE,PIERCE - VILLAGE OF BAY CITY WARD 1,55093960600,1
VILLAGE OF ELLSWORTH WARDS 1-4,PIERCE,PIERCE - VILLAGE OF ELLSWORTH WARDS 1-4,55093960600,0.009439899307740718
VILLAGE OF ELLSWORTH WARDS 1-4,PIERCE,PIERCE - VILLAGE OF ELLSWORTH WARDS 1-4,55093960700,0.9905601006922593
VILLAGE OF ELMWOOD WARD 1,PIERCE,PIERCE - VILLAGE OF ELMWOOD WARD 1,55093960100,1
VILLAGE OF MAIDEN ROCK WARD 1,PIERCE,PIERCE - VILLAGE OF MAIDEN ROCK WARD 1,55093960800,1
VILLAGE OF PLUM CITY WARD 1,PIERCE,PIERCE - VILLAGE OF PLUM CITY WARD 1,55093960800,1
VILLAGE OF SPRING VALLEY WARDS 1-2,PIERCE,PIERCE - VILLAGE OF SPRING VALLEY WARDS 1-2,55093960100,0.7853107344632768
VILLAGE OF SPRING VALLEY WARDS 1-2,PIERCE,PIERCE - VILLAGE OF SPRING VALLEY WARDS 1-2,55093960200,0.21468926553672316
CITY OF AMERY WARDS 1-5,POLK,POLK - CITY OF AMERY WARDS 1-5,55095961000,1
CITY OF ST. CROIX FALLS WARDS 1-4,POLK,POLK - CITY OF ST. CROIX FALLS WARDS 1-4,55095960701,0.8952145214521452
CITY OF ST. CROIX FALLS WARDS 1-4,POLK,POLK - CITY OF ST. CROIX FALLS WARDS 1-4,55095960702,0.10478547854785479
TOWN OF ALDEN WARDS 1-4,POLK,POLK - TOWN OF ALDEN WARDS 1-4,55095960800,0.039029535864978905
TOWN OF ALDEN WARDS 1-4,POLK,POLK - TOWN OF ALDEN WARDS 1-4,55095960901,0.18354430379746836
TOWN OF ALDEN WARDS 1-4,POLK,POLK - TOWN OF ALDEN WARDS 1-4,55095960902,0.7774261603375527
TOWN OF APPLE RIVER WARDS 1-2,POLK,POLK - TOWN OF APPLE RIVER WARDS 1-2,55095960500,0.973724884080371
TOWN OF APPLE RIVER WARDS 1-2,POLK,POLK - TOWN OF APPLE RIVER WARDS 1-2,55095960600,0.02627511591962906
TOWN OF BALSAM LAKE WARDS 1-2,POLK,POLK - TOWN OF BALSAM LAKE WARDS 1-2,55095960600,0.7715909090909091
TOWN OF BALSAM LAKE WARDS 1-2,POLK,POLK - TOWN OF BALSAM LAKE WARDS 1-2,55095960701,0.08636363636363636
TOWN OF BALSAM LAKE WARDS 1-2,POLK,POLK - TOWN OF BALSAM LAKE WARDS 1-2,55095960702,0.048863636363636366
TOWN OF BALSAM LAKE WARDS 1-2,POLK,POLK - TOWN OF BALSAM LAKE WARDS 1-2,55095960901,0.09318181818181819
TOWN OF BEAVER WARD 1,POLK,POLK - TOWN OF BEAVER WARD 1,55095960303,0.05286343612334802
TOWN OF BEAVER WARD 1,POLK,POLK - TOWN OF BEAVER WARD 1,55095960500,0.7841409691629956
TOWN OF BEAVER WARD 1,POLK,POLK - TOWN OF BEAVER WARD 1,55095961100,0.16299559471365638
TOWN OF BLACK BROOK WARDS 1-2,POLK,POLK - TOWN OF BLACK BROOK WARDS 1-2,55095960902,0.05236907730673317
TOWN OF BLACK BROOK WARDS 1-2,POLK,POLK - TOWN OF BLACK BROOK WARDS 1-2,55095961000,0.8603491271820449
TOWN OF BLACK BROOK WARDS 1-2,POLK,POLK - TOWN OF BLACK BROOK WARDS 1-2,55095961100,0.08728179551122195
TOWN OF BONE LAKE WARD 1,POLK,POLK - TOWN OF BONE LAKE WARD 1,55095960100,0.8246445497630331
TOWN OF BONE LAKE WARD 1,POLK,POLK - TOWN OF BONE LAKE WARD 1,55095960200,0.02132701421800948
TOWN OF BONE LAKE WARD 1,POLK,POLK - TOWN OF BONE LAKE WARD 1,55095960302,0.054502369668246446
TOWN OF BONE LAKE WARD 1,POLK,POLK - TOWN OF BONE LAKE WARD 1,55095960303,0.0995260663507109
TOWN OF CLAM FALLS WARD 1,POLK,POLK - TOWN OF CLAM FALLS WARD 1,55095960100,1
TOWN OF CLAYTON WARD 1,POLK,POLK - TOWN OF CLAYTON WARD 1,55095960500,0.001890359168241966
TOWN OF CLAYTON WARD 1,POLK,POLK - TOWN OF CLAYTON WARD 1,55095961100,0.998109640831758
TOWN OF CLEAR LAKE WARD 1,POLK,POLK - TOWN OF CLEAR LAKE WARD 1,55095961100,1
TOWN OF EUREKA WARDS 1-2,POLK,POLK - TOWN OF EUREKA WARDS 1-2,55095960200,0.004048582995951417
TOWN OF EUREKA WARDS 1-2,POLK,POLK - TOWN OF EUREKA WARDS 1-2,55095960301,0.9959514170040485
TOWN OF FARMINGTON WARDS 1-3,POLK,POLK - TOWN OF FARMINGTON WARDS 1-3,55095960800,1
TOWN OF GARFIELD WARDS 1-2,POLK,POLK - TOWN OF GARFIELD WARDS 1-2,55095960901,1
TOWN OF GEORGETOWN WARDS 1-2,POLK,POLK - TOWN OF GEORGETOWN WARDS 1-2,55095960100,0.0017391304347826088
TOWN OF GEORGETOWN WARDS 1-2,POLK,POLK - TOWN OF GEORGETOWN WARDS 1-2,55095960302,0.32521739130434785
TOWN OF GEORGETOWN WARDS 1-2,POLK,POLK - TOWN OF GEORGETOWN WARDS 1-2,55095960303,0.5739130434782609
TOWN OF GEORGETOWN WARDS 1-2,POLK,POLK - TOWN OF GEORGETOWN WARDS 1-2,55095960500,0.043478260869565216
TOWN OF GEORGETOWN WARDS 1-2,POLK,POLK - TOWN OF GEORGETOWN WARDS 1-2,55095960600,0.05565217391304348
TOWN OF JOHNSTOWN WARD 1,POLK,POLK - TOWN OF JOHNSTOWN WARD 1,55095960100,0.0297029702970297
TOWN OF JOHNSTOWN WARD 1,POLK,POLK - TOWN OF JOHNSTOWN WARD 1,55095960303,0.9702970297029703
TOWN OF LAKETOWN WARD 1,POLK,POLK - TOWN OF LAKETOWN WARD 1,55095960200,0.9686520376175548
TOWN OF LAKETOWN WARD 1,POLK,POLK - TOWN OF LAKETOWN WARD 1,55095960301,0.03134796238244514
TOWN OF LINCOLN WARDS 1-4,POLK,POLK - TOWN OF LINCOLN WARDS 1-4,55095960500,0.4786386676321506
TOWN OF LINCOLN WARDS 1-4,POLK,POLK - TOWN OF LINCOLN WARDS 1-4,55095960901,0.18682114409847936
TOWN OF LINCOLN WARDS 1-4,POLK,POLK - TOWN OF LINCOLN WARDS 1-4,55095960902,0.018102824040550327
TOWN OF LINCOLN WARDS 1-4,POLK,POLK - TOWN OF LINCOLN WARDS 1-4,55095961000,0.2932657494569153
TOWN OF LINCOLN WARDS 1-4,POLK,POLK - TOWN OF LINCOLN WARDS 1-4,55095961100,0.023171614771904415
TOWN OF LORAIN WARD 1,POLK,POLK - TOWN OF LORAIN WARD 1,55095960100,1
TOWN OF LUCK WARDS 1-2,POLK,POLK - TOWN OF LUCK WARDS 1-2,55095960100,0.053604436229205174
TOWN OF LUCK WARDS 1-2,POLK,POLK - TOWN OF LUCK WARDS 1-2,55095960200,0.9260628465804066
TOWN OF LUCK WARDS 1-2,POLK,POLK - TOWN OF LUCK WARDS 1-2,55095960302,0.02033271719038817
TOWN OF MCKINLEY WARD 1,POLK,POLK - TOWN OF MCKINLEY WARD 1,55095960100,1
TOWN OF MILLTOWN WARDS 1-2,POLK,POLK - TOWN OF MILLTOWN WARDS 1-2,55095960200,0.05539772727272727
TOWN OF MILLTOWN WARDS 1-2,POLK,POLK - TOWN OF MILLTOWN WARDS 1-2,55095960301,0.06960227272727272
TOWN OF MILLTOWN WARDS 1-2,POLK,POLK - TOWN OF MILLTOWN WARDS 1-2,55095960302,0.8068181818181818
TOWN OF MILLTOWN WARDS 1-2,POLK,POLK - TOWN OF MILLTOWN WARDS 1-2,55095960600,0.06818181818181818
TOWN OF OSCEOLA WARDS 1-5,POLK,POLK - TOWN OF OSCEOLA WARDS 1-5,55095960702,0.1883219358232509
TOWN OF OSCEOLA WARDS 1-5,POLK,POLK - TOWN OF OSCEOLA WARDS 1-5,55095960800,0.690163072067333
TOWN OF OSCEOLA WARDS 1-5,POLK,POLK - TOWN OF OSCEOLA WARDS 1-5,55095960901,0.1215149921094161
TOWN OF ST. CROIX FALLS WARDS 1-3,POLK,POLK - TOWN OF ST. CROIX FALLS WARDS 1-3,55095960301,0.053952321204516936
TOWN OF ST. CROIX FALLS WARDS 1-3,POLK,POLK - TOWN OF ST. CROIX FALLS WARDS 1-3,55095960701,0.794228356336261
TOWN OF ST. CROIX FALLS WARDS 1-3,POLK,POLK - TOWN OF ST. CROIX FALLS WARDS 1-3,55095960702,0.15181932245922208
TOWN OF STERLING WARD 1,POLK,POLK - TOWN OF STERLING WARD 1,55095960200,0.992
TOWN OF STERLING WARD 1,POLK,POLK - TOWN OF STERLING WARD 1,55095960301,0.008
TOWN OF WEST SWEDEN WARD 1,POLK,POLK - TOWN OF WEST SWEDEN WARD 1,55095960100,1
VILLAGE OF BALSAM LAKE WARD 1,POLK,POLK - VILLAGE OF BALSAM LAKE WARD 1,55095960600,1
VILLAGE OF CENTURIA WARD 1,POLK,POLK - VILLAGE OF CENTURIA WARD 1,55095960701,1
VILLAGE OF CLAYTON WARD 1,POLK,POLK - VILLAGE OF CLAYTON WARD 1,55095961100,1
VILLAGE OF CLEAR LAKE WARDS 1-2,POLK,POLK - VILLAGE OF CLEAR LAKE WARDS 1-2,55095961000,0.0071174377224199285
VILLAGE OF CLEAR LAKE WARDS 1-2,POLK,POLK - VILLAGE OF CLEAR LAKE WARDS 1-2,55095961100,0.9928825622775801
VILLAGE OF DRESSER WARD 1,POLK,POLK - VILLAGE OF DRESSER WARD 1,55095960702,1
VILLAGE OF FREDERIC WARDS 1-2,POLK,POLK - VILLAGE OF FREDERIC WARDS 1-2,55095960100,1
VILLAGE OF LUCK WARDS 1-2,POLK,POLK - VILLAGE OF LUCK WARDS 1-2,55095960200,0.9971550497866287
VILLAGE OF LUCK WARDS 1-2,POLK,POLK - VILLAGE OF LUCK WARDS 1-2,55095960302,0.002844950213371266
VILLAGE OF MILLTOWN WARD 1,POLK,POLK - VILLAGE OF MILLTOWN WARD 1,55095960302,1
VILLAGE OF OSCEOLA WARDS 1-3,POLK,POLK - VILLAGE OF OSCEOLA WARDS 1-3,55095960800,1
VILLAGE OF TURTLE LAKE WARD 2,POLK,POLK - VILLAGE OF TURTLE LAKE WARD 2,55095960500,0.5
VILLAGE OF TURTLE LAKE WARD 2,POLK,POLK - VILLAGE OF TURTLE LAKE WARD 2,55095961100,0.5
CITY OF STEVENS POINT WARDS 1-3,PORTAGE,PORTAGE - CITY OF STEVENS POINT WARDS 1-3,55097960300,0.5394378966455122
CITY OF STEVENS POINT WARDS 1-3,PORTAGE,PORTAGE - CITY OF STEVENS POINT WARDS 1-3,55097960400,0.022665457842248413
CITY OF STEVENS POINT WARDS 1-3,PORTAGE,PORTAGE - CITY OF STEVENS POINT WARDS 1-3,55097961000,0.43789664551223934
CITY OF STEVENS POINT WARDS 10-12,PORTAGE,PORTAGE - CITY OF STEVENS POINT WARDS 10-12,55097960300,0.9387956564659428
CITY OF STEVENS POINT WARDS 10-12,PORTAGE,PORTAGE - CITY OF STEVENS POINT WARDS 10-12,55097961000,0.06120434353405726
CITY OF STEVENS POINT WARDS 13-15,PORTAGE,PORTAGE - CITY OF STEVENS POINT WARDS 13-15,55097960800,0.22618061309030654
CITY OF STEVENS POINT WARDS 13-15,PORTAGE,PORTAGE - CITY OF STEVENS POINT WARDS 13-15,55097960900,0.6603148301574151
CITY OF STEVENS POINT WARDS 13-15,PORTAGE,PORTAGE - CITY OF STEVENS POINT WARDS 13-15,55097961000,0.11350455675227837
CITY OF STEVENS POINT WARDS 16-18,PORTAGE,PORTAGE - CITY OF STEVENS POINT WARDS 16-18,55097960500,0.1588235294117647
CITY OF STEVENS POINT WARDS 16-18,PORTAGE,PORTAGE - CITY OF STEVENS POINT WARDS 16-18,55097960702,0.21045751633986928
CITY OF STEVENS POINT WARDS 16-18,PORTAGE,PORTAGE - CITY OF STEVENS POINT WARDS 16-18,55097960800,0.630718954248366
"CITY OF STEVENS POINT WARDS 19-21,34",PORTAGE,"PORTAGE - CITY OF STEVENS POINT WARDS 19-21,34",55097960500,0.4629451395572666
"CITY OF STEVENS POINT WARDS 19-21,34",PORTAGE,"PORTAGE - CITY OF STEVENS POINT WARDS 19-21,34",55097960800,0.3695861405197305
"CITY OF STEVENS POINT WARDS 19-21,34",PORTAGE,"PORTAGE - CITY OF STEVENS POINT WARDS 19-21,34",55097960900,0.16746871992300288
CITY OF STEVENS POINT WARDS 22-24,PORTAGE,PORTAGE - CITY OF STEVENS POINT WARDS 22-24,55097960400,0.5287437899219305
CITY OF STEVENS POINT WARDS 22-24,PORTAGE,PORTAGE - CITY OF STEVENS POINT WARDS 22-24,55097960500,0.4364797728885735
CITY OF STEVENS POINT WARDS 22-24,PORTAGE,PORTAGE - CITY OF STEVENS POINT WARDS 22-24,55097960900,0.0347764371894961
CITY OF STEVENS POINT WARDS 25-27,PORTAGE,PORTAGE - CITY OF STEVENS POINT WARDS 25-27,55097960200,0.020868113522537562
CITY OF STEVENS POINT WARDS 25-27,PORTAGE,PORTAGE - CITY OF STEVENS POINT WARDS 25-27,55097961000,0.42320534223706174
CITY OF STEVENS POINT WARDS 25-27,PORTAGE,PORTAGE - CITY OF STEVENS POINT WARDS 25-27,55097961101,0.13772954924874792
CITY OF STEVENS POINT WARDS 25-27,PORTAGE,PORTAGE - CITY OF STEVENS POINT WARDS 25-27,55097961102,0.41819699499165275
CITY OF STEVENS POINT WARDS 28-30,PORTAGE,PORTAGE - CITY OF STEVENS POINT WARDS 28-30,55097960800,0.6172734970364098
CITY OF STEVENS POINT WARDS 28-30,PORTAGE,PORTAGE - CITY OF STEVENS POINT WARDS 28-30,55097961102,0.3827265029635902
"CITY OF STEVENS POINT WARDS 31-33,35",PORTAGE,"PORTAGE - CITY OF STEVENS POINT WARDS 31-33,35",55097960300,0.1705521472392638
"CITY OF STEVENS POINT WARDS 31-33,35",PORTAGE,"PORTAGE - CITY OF STEVENS POINT WARDS 31-33,35",55097960400,0.645398773006135
"CITY OF STEVENS POINT WARDS 31-33,35",PORTAGE,"PORTAGE - CITY OF STEVENS POINT WARDS 31-33,35",55097960500,0.18404907975460122
CITY OF STEVENS POINT WARDS 4-6,PORTAGE,PORTAGE - CITY OF STEVENS POINT WARDS 4-6,55097960400,0.7477313974591652
CITY OF STEVENS POINT WARDS 4-6,PORTAGE,PORTAGE - CITY OF STEVENS POINT WARDS 4-6,55097960900,0.25226860254083483
CITY OF STEVENS POINT WARDS 7-9,PORTAGE,PORTAGE - CITY OF STEVENS POINT WARDS 7-9,55097960400,0.5976430976430976
CITY OF STEVENS POINT WARDS 7-9,PORTAGE,PORTAGE - CITY OF STEVENS POINT WARDS 7-9,55097960900,0.40235690235690236
TOWN OF ALBAN WARD 1,PORTAGE,PORTAGE - TOWN OF ALBAN WARD 1,55097960100,1
TOWN OF ALMOND WARDS 1-2,PORTAGE,PORTAGE - TOWN OF ALMOND WARDS 1-2,55097961300,1
TOWN OF AMHERST WARDS 1-2,PORTAGE,PORTAGE - TOWN OF AMHERST WARDS 1-2,55097960100,0.005149330587023687
TOWN OF AMHERST WARDS 1-2,PORTAGE,PORTAGE - TOWN OF AMHERST WARDS 1-2,55097960600,0.9948506694129763
TOWN OF BELMONT WARD 1,PORTAGE,PORTAGE - TOWN OF BELMONT WARD 1,55097961300,1
TOWN OF BUENA VISTA WARDS 1-2,PORTAGE,PORTAGE - TOWN OF BUENA VISTA WARDS 1-2,55097960600,0.006570302233902759
TOWN OF BUENA VISTA WARDS 1-2,PORTAGE,PORTAGE - TOWN OF BUENA VISTA WARDS 1-2,55097961200,0.045992115637319315
TOWN OF BUENA VISTA WARDS 1-2,PORTAGE,PORTAGE - TOWN OF BUENA VISTA WARDS 1-2,55097961300,0.9474375821287779
TOWN OF CARSON WARDS 1-2,PORTAGE,PORTAGE - TOWN OF CARSON WARDS 1-2,55097960200,1
TOWN OF DEWEY WARD 1,PORTAGE,PORTAGE - TOWN OF DEWEY WARD 1,55097960100,0.0220125786163522
TOWN OF DEWEY WARD 1,PORTAGE,PORTAGE - TOWN OF DEWEY WARD 1,55097960200,0.9040880503144654
TOWN OF DEWEY WARD 1,PORTAGE,PORTAGE - TOWN OF DEWEY WARD 1,55097960500,0.07389937106918239
TOWN OF EAU PLEINE WARDS 1-2,PORTAGE,PORTAGE - TOWN OF EAU PLEINE WARDS 1-2,55097960200,1
TOWN OF GRANT WARDS 1-3,PORTAGE,PORTAGE - TOWN OF GRANT WARDS 1-3,55097961200,1
TOWN OF HULL WARDS 1-8,PORTAGE,PORTAGE - TOWN OF HULL WARDS 1-8,55097960100,0.012838801711840228
TOWN OF HULL WARDS 1-8,PORTAGE,PORTAGE - TOWN OF HULL WARDS 1-8,55097960200,0.15263908701854492
TOWN OF HULL WARDS 1-8,PORTAGE,PORTAGE - TOWN OF HULL WARDS 1-8,55097960300,0.028530670470756064
TOWN OF HULL WARDS 1-8,PORTAGE,PORTAGE - TOWN OF HULL WARDS 1-8,55097960400,0.012838801711840228
TOWN OF HULL WARDS 1-8,PORTAGE,PORTAGE - TOWN OF HULL WARDS 1-8,55097960500,0.790870185449358
TOWN OF HULL WARDS 1-8,PORTAGE,PORTAGE - TOWN OF HULL WARDS 1-8,55097960702,0.002282453637660485
TOWN OF LANARK WARDS 1-2,PORTAGE,PORTAGE - TOWN OF LANARK WARDS 1-2,55097960600,0.12717948717948718
TOWN OF LANARK WARDS 1-2,PORTAGE,PORTAGE - TOWN OF LANARK WARDS 1-2,55097961300,0.8728205128205129
TOWN OF LINWOOD WARDS 1-2,PORTAGE,PORTAGE - TOWN OF LINWOOD WARDS 1-2,55097960200,0.1085383502170767
TOWN OF LINWOOD WARDS 1-2,PORTAGE,PORTAGE - TOWN OF LINWOOD WARDS 1-2,55097961101,0.8813314037626628
TOWN OF LINWOOD WARDS 1-2,PORTAGE,PORTAGE - TOWN OF LINWOOD WARDS 1-2,55097961102,0.010130246020260492
TOWN OF NEW HOPE WARD 1,PORTAGE,PORTAGE - TOWN OF NEW HOPE WARD 1,55097960100,0.974559686888454
TOWN OF NEW HOPE WARD 1,PORTAGE,PORTAGE - TOWN OF NEW HOPE WARD 1,55097960600,0.025440313111545987
TOWN OF PINE GROVE WARDS 1-2,PORTAGE,PORTAGE - TOWN OF PINE GROVE WARDS 1-2,55097961200,0.35805626598465473
TOWN OF PINE GROVE WARDS 1-2,PORTAGE,PORTAGE - TOWN OF PINE GROVE WARDS 1-2,55097961300,0.6419437340153452
TOWN OF PLOVER WARDS 1-3,PORTAGE,PORTAGE - TOWN OF PLOVER WARDS 1-3,55097960701,0.3927765237020316
TOWN OF PLOVER WARDS 1-3,PORTAGE,PORTAGE - TOWN OF PLOVER WARDS 1-3,55097960702,0.03160270880361174
TOWN OF PLOVER WARDS 1-3,PORTAGE,PORTAGE - TOWN OF PLOVER WARDS 1-3,55097961101,0.10948081264108352
TOWN OF PLOVER WARDS 1-3,PORTAGE,PORTAGE - TOWN OF PLOVER WARDS 1-3,55097961200,0.41647855530474043
TOWN OF PLOVER WARDS 1-3,PORTAGE,PORTAGE - TOWN OF PLOVER WARDS 1-3,55097961300,0.04966139954853273
TOWN OF SHARON WARDS 1-3,PORTAGE,PORTAGE - TOWN OF SHARON WARDS 1-3,55097960100,0.9539748953974896
TOWN OF SHARON WARDS 1-3,PORTAGE,PORTAGE - TOWN OF SHARON WARDS 1-3,55097960200,0.04602510460251046
TOWN OF STOCKTON WARDS 1-5,PORTAGE,PORTAGE - TOWN OF STOCKTON WARDS 1-5,55097960100,0.15203426124197003
TOWN OF STOCKTON WARDS 1-5,PORTAGE,PORTAGE - TOWN OF STOCKTON WARDS 1-5,55097960500,0.08565310492505353
TOWN OF STOCKTON WARDS 1-5,PORTAGE,PORTAGE - TOWN OF STOCKTON WARDS 1-5,55097960600,0.7532119914346895
TOWN OF STOCKTON WARDS 1-5,PORTAGE,PORTAGE - TOWN OF STOCKTON WARDS 1-5,55097960702,0.004817987152034261
TOWN OF STOCKTON WARDS 1-5,PORTAGE,PORTAGE - TOWN OF STOCKTON WARDS 1-5,55097961300,0.004282655246252677
VILLAGE OF ALMOND WARD 1,PORTAGE,PORTAGE - VILLAGE OF ALMOND WARD 1,55097961300,1
VILLAGE OF AMHERST JUNCTION WARD 1,PORTAGE,PORTAGE - VILLAGE OF AMHERST JUNCTION WARD 1,55097960600,1
VILLAGE OF AMHERST WARDS 1-2,PORTAGE,PORTAGE - VILLAGE OF AMHERST WARDS 1-2,55097960600,1
VILLAGE OF JUNCTION CITY WARD 1,PORTAGE,PORTAGE - VILLAGE OF JUNCTION CITY WARD 1,55097960200,1
VILLAGE OF NELSONVILLE WARD 1,PORTAGE,PORTAGE - VILLAGE OF NELSONVILLE WARD 1,55097960600,1
VILLAGE OF PARK RIDGE WARD 1,PORTAGE,PORTAGE - VILLAGE OF PARK RIDGE WARD 1,55097960400,0.08771929824561403
VILLAGE OF PARK RIDGE WARD 1,PORTAGE,PORTAGE - VILLAGE OF PARK RIDGE WARD 1,55097960800,0.9122807017543859
VILLAGE OF PLOVER WARDS 1-10,PORTAGE,PORTAGE - VILLAGE OF PLOVER WARDS 1-10,55097960701,0.4336356141797197
