contest,reporting_unit,candidate,votes,county,ctv,municipality
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 77,WRITE-IN:,16,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 78,DEM KENT LOVERN,0,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 78,WRITE-IN:,0,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 79,DEM KENT LOVERN,0,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 79,WRITE-IN:,0,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 80,DEM KENT LOVERN,307,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 80,WRITE-IN:,15,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 81,DEM KENT LOVERN,288,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 81,WRITE-IN:,10,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 82,DEM KENT LOVERN,118,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 82,WRITE-IN:,5,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 83,DEM KENT LOVERN,0,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 83,WRITE-IN:,0,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 84,DEM KENT LOVERN,322,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 84,WRITE-IN:,0,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 85,DEM KENT LOVERN,656,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 85,WRITE-IN:,17,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 86,DEM KENT LOVERN,414,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 86,WRITE-IN:,12,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 87,DEM KENT LOVERN,386,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 87,WRITE-IN:,3,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 88,DEM KENT LOVERN,530,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 88,WRITE-IN:,10,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 89,DEM KENT LOVERN,0,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 89,WRITE-IN:,0,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 90,DEM KENT LOVERN,0,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 90,WRITE-IN:,0,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 91,DEM KENT LOVERN,150,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 91,WRITE-IN:,4,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 92,DEM KENT LOVERN,265,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 92,WRITE-IN:,1,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 93,DEM KENT LOVERN,348,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 93,WRITE-IN:,2,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 94,DEM KENT LOVERN,325,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 94,WRITE-IN:,9,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 95,DEM KENT LOVERN,282,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 95,WRITE-IN:,4,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 96,DEM KENT LOVERN,428,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 96,WRITE-IN:,2,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 97,DEM KENT LOVERN,275,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 97,WRITE-IN:,1,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 98,DEM KENT LOVERN,407,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 98,WRITE-IN:,0,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 99,DEM KENT LOVERN,440,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 99,WRITE-IN:,2,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 100,DEM KENT LOVERN,251,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 100,WRITE-IN:,1,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 101,DEM KENT LOVERN,520,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 101,WRITE-IN:,10,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 102,DEM KENT LOVERN,180,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 102,WRITE-IN:,3,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 103,DEM KENT LOVERN,224,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 103,WRITE-IN:,4,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 104,DEM KENT LOVERN,454,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 104,WRITE-IN:,9,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 105,DEM KENT LOVERN,327,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 105,WRITE-IN:,4,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 106,DEM KENT LOVERN,239,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 106,WRITE-IN:,1,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 107,DEM KENT LOVERN,206,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 107,WRITE-IN:,3,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 108,DEM KENT LOVERN,251,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 108,WRITE-IN:,5,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 109,DEM KENT LOVERN,0,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 109,WRITE-IN:,0,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 110,DEM KENT LOVERN,236,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 110,WRITE-IN:,1,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 111,DEM KENT LOVERN,314,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 111,WRITE-IN:,6,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 112,DEM KENT LOVERN,0,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 112,WRITE-IN:,0,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 113,DEM KENT LOVERN,251,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 113,WRITE-IN:,1,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 114,DEM KENT LOVERN,196,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 114,WRITE-IN:,4,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 115,DEM KENT LOVERN,254,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 115,WRITE-IN:,5,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 116,DEM KENT LOVERN,287,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 116,WRITE-IN:,5,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 117,DEM KENT LOVERN,287,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 117,WRITE-IN:,4,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 118,DEM KENT LOVERN,296,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 118,WRITE-IN:,3,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 119,DEM KENT LOVERN,587,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 119,WRITE-IN:,10,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 120,DEM KENT LOVERN,261,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 120,WRITE-IN:,3,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 121,DEM KENT LOVERN,342,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 121,WRITE-IN:,5,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 122,DEM KENT LOVERN,315,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 122,WRITE-IN:,8,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 123,DEM KENT LOVERN,462,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 123,WRITE-IN:,20,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 124,DEM KENT LOVERN,640,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 124,WRITE-IN:,17,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 125,DEM KENT LOVERN,325,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 125,WRITE-IN:,4,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 126,DEM KENT LOVERN,545,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 126,WRITE-IN:,13,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 127,DEM KENT LOVERN,406,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 127,WRITE-IN:,20,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 128,DEM KENT LOVERN,0,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 128,WRITE-IN:,0,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 129,DEM KENT LOVERN,363,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 129,WRITE-IN:,9,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 130,DEM KENT LOVERN,395,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 130,WRITE-IN:,4,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 131,DEM KENT LOVERN,590,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 131,WRITE-IN:,11,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 132,DEM KENT LOVERN,555,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 132,WRITE-IN:,9,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 133,DEM KENT LOVERN,302,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 133,WRITE-IN:,4,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 134,DEM KENT LOVERN,440,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 134,WRITE-IN:,5,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 135,DEM KENT LOVERN,671,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 135,WRITE-IN:,6,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 136,DEM KENT LOVERN,194,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 136,WRITE-IN:,4,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 137,DEM KENT LOVERN,204,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 137,WRITE-IN:,4,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 138,DEM KENT LOVERN,288,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 138,WRITE-IN:,2,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 139,DEM KENT LOVERN,205,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 139,WRITE-IN:,1,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 140,DEM KENT LOVERN,324,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 140,WRITE-IN:,2,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 141,DEM KENT LOVERN,176,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 141,WRITE-IN:,5,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 142,DEM KENT LOVERN,227,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 142,WRITE-IN:,1,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 143,DEM KENT LOVERN,274,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 143,WRITE-IN:,1,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 144,DEM KENT LOVERN,280,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 144,WRITE-IN:,3,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 145,DEM KENT LOVERN,332,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 145,WRITE-IN:,4,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 146,DEM KENT LOVERN,322,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 146,WRITE-IN:,7,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 147,DEM KENT LOVERN,0,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 147,WRITE-IN:,0,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 148,DEM KENT LOVERN,183,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 148,WRITE-IN:,1,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 149,DEM KENT LOVERN,269,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 149,WRITE-IN:,3,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 150,DEM KENT LOVERN,227,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 150,WRITE-IN:,5,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 151,DEM KENT LOVERN,280,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 151,WRITE-IN:,8,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 152,DEM KENT LOVERN,309,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 152,WRITE-IN:,3,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 153,DEM KENT LOVERN,267,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 153,WRITE-IN:,1,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 154,DEM KENT LOVERN,309,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 154,WRITE-IN:,4,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 155,DEM KENT LOVERN,258,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 155,WRITE-IN:,7,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 156,DEM KENT LOVERN,165,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 156,WRITE-IN:,3,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 157,DEM KENT LOVERN,265,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 157,WRITE-IN:,5,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 158,DEM KENT LOVERN,577,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 158,WRITE-IN:,13,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 159,DEM KENT LOVERN,222,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 159,WRITE-IN:,5,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 160,DEM KENT LOVERN,300,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 160,WRITE-IN:,3,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 161,DEM KENT LOVERN,240,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 161,WRITE-IN:,3,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 162,DEM KENT LOVERN,571,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 162,WRITE-IN:,15,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 163,DEM KENT LOVERN,231,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 163,WRITE-IN:,7,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 164,DEM KENT LOVERN,566,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 164,WRITE-IN:,19,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 165,DEM KENT LOVERN,289,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 165,WRITE-IN:,6,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 166,DEM KENT LOVERN,179,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 166,WRITE-IN:,0,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 167,DEM KENT LOVERN,90,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 167,WRITE-IN:,1,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 168,DEM KENT LOVERN,270,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 168,WRITE-IN:,0,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 169,DEM KENT LOVERN,274,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 169,WRITE-IN:,1,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 170,DEM KENT LOVERN,225,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 170,WRITE-IN:,5,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 171,DEM KENT LOVERN,267,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 171,WRITE-IN:,3,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 172,DEM KENT LOVERN,364,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 172,WRITE-IN:,4,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 173,DEM KENT LOVERN,730,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 173,WRITE-IN:,19,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 174,DEM KENT LOVERN,621,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 174,WRITE-IN:,13,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 175,DEM KENT LOVERN,662,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 175,WRITE-IN:,18,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 176,DEM KENT LOVERN,412,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 176,WRITE-IN:,5,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 177,DEM KENT LOVERN,432,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 177,WRITE-IN:,13,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 178,DEM KENT LOVERN,543,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 178,WRITE-IN:,12,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 179,DEM KENT LOVERN,376,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 179,WRITE-IN:,9,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 180,DEM KENT LOVERN,577,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 180,WRITE-IN:,18,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 181,DEM KENT LOVERN,378,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 181,WRITE-IN:,6,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 182,DEM KENT LOVERN,439,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 182,WRITE-IN:,10,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 183,DEM KENT LOVERN,453,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 183,WRITE-IN:,9,MILWAUKEE,C,MILWAUKEE
